frame.time_epoch,frame.len,wlan.fc.type,wlan.fc.subtype,wlan.ta,wlan.ra,wlan.sa,wlan.da,wlan.bssid,wlan.qos.tid,radiotap.dbm_antsignal,ip.src,ip.dst,tcp.srcport,tcp.dstport
1772703916.758001865,330,0,8,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,,-68,-71,-68,,,,
1772703918.958303142,423,0,5,50:d4:f7:fd:dd:22,30:fd:38:c6:aa:3f,50:d4:f7:fd:dd:22,30:fd:38:c6:aa:3f,50:d4:f7:fd:dd:22,,-83,-83,-83,,,,
1772703921.078026630,321,0,8,c0:c9:e3:ba:dc:4b,ff:ff:ff:ff:ff:ff,c0:c9:e3:ba:dc:4b,ff:ff:ff:ff:ff:ff,c0:c9:e3:ba:dc:4b,,-87,-87,-91,,,,
1772703928.656093376,321,0,8,c0:c9:e3:ba:dc:4b,ff:ff:ff:ff:ff:ff,c0:c9:e3:ba:dc:4b,ff:ff:ff:ff:ff:ff,c0:c9:e3:ba:dc:4b,,-88,-88,-88,,,,
1772703928.842761333,190,2,0,68:02:b8:42:67:82,01:00:5e:00:00:01,86:38:a7:69:e3:d4,01:00:5e:00:00:01,68:02:b8:42:67:82,,-71,-71,-71,,,,
1772703931.814254724,190,2,0,68:02:b8:42:67:82,01:00:5e:00:00:01,86:38:a7:69:e3:d4,01:00:5e:00:00:01,68:02:b8:42:67:82,,-71,-71,-71,,,,
1772703934.884214959,190,2,0,68:02:b8:42:67:82,01:00:5e:00:00:01,86:38:a7:69:e3:d4,01:00:5e:00:00:01,68:02:b8:42:67:82,,-70,-70,-70,,,,
1772703935.805692513,190,2,0,68:02:b8:42:67:82,01:00:5e:00:00:01,86:38:a7:69:e3:d4,01:00:5e:00:00:01,68:02:b8:42:67:82,,-71,-72,-71,,,,
1772703937.857125187,190,2,0,68:02:b8:42:67:82,01:00:5e:00:00:01,86:38:a7:69:e3:d4,01:00:5e:00:00:01,68:02:b8:42:67:82,,-70,-70,-71,,,,
1772703944.183150447,74,,,,,,,,,-94,-94,-94,,,,
1772703945.244524316,321,0,8,c0:c9:e3:ba:dc:4b,ff:ff:ff:ff:ff:ff,c0:c9:e3:ba:dc:4b,ff:ff:ff:ff:ff:ff,c0:c9:e3:ba:dc:4b,,-89,-89,-92,,,,
1772703947.786721228,190,2,0,68:02:b8:42:67:82,01:00:5e:00:00:01,86:38:a7:69:e3:d4,01:00:5e:00:00:01,68:02:b8:42:67:82,,-70,-70,-70,,,,
1772703950.372121829,86,,,,,,,,,-58,-59,-58,,,,
1772703950.858542039,190,2,0,68:02:b8:42:67:82,01:00:5e:00:00:01,86:38:a7:69:e3:d4,01:00:5e:00:00:01,68:02:b8:42:67:82,,-70,-70,-70,,,,
1772703952.804253901,190,2,0,68:02:b8:42:67:82,01:00:5e:00:00:01,86:38:a7:69:e3:d4,01:00:5e:00:00:01,68:02:b8:42:67:82,,-70,-70,-71,,,,
1772703954.754165139,679,2,0,68:02:b8:42:67:82,33:33:00:00:00:0c,68:02:b8:42:72:51,33:33:00:00:00:0c,68:02:b8:42:67:82,,-70,-70,-70,,,,
1772703956.900117086,190,2,0,68:02:b8:42:67:82,01:00:5e:00:00:01,86:38:a7:69:e3:d4,01:00:5e:00:00:01,68:02:b8:42:67:82,,-70,-70,-70,,,,
1772703962.839380842,190,2,0,68:02:b8:42:67:82,01:00:5e:00:00:01,86:38:a7:69:e3:d4,01:00:5e:00:00:01,68:02:b8:42:67:82,,-71,-71,-72,,,,
1772703965.911957625,70,1,13,,68:02:b8:42:67:82,,,,,-59,-65,-59,,,,
1772703966.833454133,190,2,0,68:02:b8:42:67:82,01:00:5e:00:00:01,86:38:a7:69:e3:d4,01:00:5e:00:00:01,68:02:b8:42:67:82,,-70,-71,-70,,,,
1772703967.862343018,190,2,0,68:02:b8:42:67:82,01:00:5e:00:00:01,86:38:a7:69:e3:d4,01:00:5e:00:00:01,68:02:b8:42:67:82,,-70,-71,-70,,,,
1772703970.319684800,252,2,0,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,86:38:a7:69:e3:d4,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,,-71,-71,-71,,,,
1772703973.904278556,190,2,0,68:02:b8:42:67:82,01:00:5e:00:00:01,86:38:a7:69:e3:d4,01:00:5e:00:00:01,68:02:b8:42:67:82,,-70,-70,-71,,,,
1772703975.331590817,330,0,8,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,,-67,-73,-67,,,,
1772703975.437872188,330,0,8,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,,-69,-75,-69,,,,
1772703979.938900052,330,0,8,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,,-69,-75,-69,,,,
1772703982.396651657,330,0,8,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,,-69,-73,-69,,,,
1772703986.083011715,330,0,8,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,,-70,-73,-70,,,,
1772703990.998248425,330,0,8,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,,-68,-71,-68,,,,
1772703992.636663815,330,0,8,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,,-67,-67,-70,,,,
1772703992.739081262,330,0,8,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,,-67,-69,-67,,,,
1772703993.558297618,330,0,8,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,,-67,-69,-67,,,,
1772703993.660646823,330,0,8,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,,-67,-68,-67,,,,
1772703995.503980920,330,0,8,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,,-69,-69,-70,,,,
1772703996.649338425,321,0,8,c0:c9:e3:ba:dc:4b,ff:ff:ff:ff:ff:ff,c0:c9:e3:ba:dc:4b,ff:ff:ff:ff:ff:ff,c0:c9:e3:ba:dc:4b,,-87,-87,-89,,,,
1772703998.780986736,330,0,8,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,,-69,-71,-69,,,,
1772703998.884978180,190,2,0,68:02:b8:42:67:82,01:00:5e:00:00:01,86:38:a7:69:e3:d4,01:00:5e:00:00:01,68:02:b8:42:67:82,,-70,-70,-72,,,,
1772704001.257429360,321,0,8,c0:c9:e3:ba:dc:4b,ff:ff:ff:ff:ff:ff,c0:c9:e3:ba:dc:4b,ff:ff:ff:ff:ff:ff,c0:c9:e3:ba:dc:4b,,-87,-87,-92,,,,
1772704003.183949192,330,0,8,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,,-68,-68,-69,,,,
1772704005.539193266,330,0,8,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,,-68,-68,-68,,,,
1772704008.508944085,330,0,8,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,,-67,-67,-69,,,,
1772704015.267232747,330,0,8,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,,-69,-69,-69,,,,
1772704015.779277798,330,0,8,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,,-68,-68,-68,,,,
1772704017.212896743,330,0,8,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,,-68,-68,-69,,,,
1772704026.838535704,330,0,8,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,,-69,-70,-69,,,,
1772704027.964996298,330,0,8,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,,-69,-69,-69,,,,
1772704031.753882606,330,0,8,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,,-70,-70,-70,,,,
1772704036.157022430,330,0,8,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,,-69,-69,-69,,,,
1772704036.873889916,330,0,8,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,,-68,-68,-68,,,,
1772704039.331457722,330,0,8,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,,-70,-70,-70,,,,
1772704040.355498972,330,0,8,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,,-69,-69,-69,,,,
1772704044.965475651,330,0,8,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,,-67,-67,-70,,,,
1772704045.168973399,330,0,8,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,,-69,-69,-72,,,,
1772704045.375622948,152,2,8,68:02:b8:42:67:82,58:8c:81:5d:48:c0,68:02:b8:42:72:51,58:8c:81:5d:48:c0,68:02:b8:42:67:82,0,-68,-68,-73,,,,
1772704047.523569710,330,0,8,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,,-69,-69,-72,,,,
1772704047.626035923,330,0,8,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,,-69,-69,-71,,,,
1772704048.342703787,330,0,8,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,,-70,-70,-73,,,,
1772704053.565190308,330,0,8,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,,-68,-68,-71,,,,
1772704053.667531621,330,0,8,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,,-69,-69,-71,,,,
1772704055.920502607,330,0,8,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,,-68,-68,-71,,,,
1772704058.787719183,330,0,8,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,,-69,-69,-71,,,,
1772704059.094821849,330,0,8,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,,-69,-69,-69,,,,
1772704062.167153905,330,0,8,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,,-69,-69,-70,,,,
1772704066.467687922,330,0,8,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,,-68,-68,-71,,,,
1772704071.690144700,330,0,8,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,,-67,-67,-69,,,,
1772704071.792526715,330,0,8,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,,-69,-69,-70,,,,
1772704071.894940948,330,0,8,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,,-68,-69,-68,,,,
1772704071.998710738,190,2,0,68:02:b8:42:67:82,01:00:5e:00:00:01,86:38:a7:69:e3:d4,01:00:5e:00:00:01,68:02:b8:42:67:82,,-68,-68,-74,,,,
1772704072.425505191,321,0,8,c0:c9:e3:ba:dc:4b,ff:ff:ff:ff:ff:ff,c0:c9:e3:ba:dc:4b,ff:ff:ff:ff:ff:ff,c0:c9:e3:ba:dc:4b,,-87,-88,-87,,,,
1772704080.189383696,330,0,8,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,,-70,-70,-71,,,,
1772704080.291816766,330,0,8,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,,-68,-68,-71,,,,
1772704080.906329622,330,0,8,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,,-68,-68,-69,,,,
1772704081.318308315,330,0,8,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,,-69,-69,-71,,,,
1772704089.820048427,330,0,8,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,,-70,-70,-71,,,,
1772704097.802346528,330,0,8,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,,-69,-69,-70,,,,
1772704100.055144830,330,0,8,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,,-68,-68,-70,,,,
1772704103.332015963,330,0,8,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,,-69,-69,-71,,,,
1772704103.639256274,330,0,8,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,,-71,-71,-73,,,,
1772704104.663186570,330,0,8,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,,-70,-70,-72,,,,
1772704105.482383485,330,0,8,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,,-71,-71,-72,,,,
1772704105.687418202,330,0,8,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,,-68,-68,-70,,,,
1772704106.301935444,330,0,8,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,,-70,-70,-72,,,,
1772704109.783482634,330,0,8,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,,-69,-69,-72,,,,
1772704109.988049767,330,0,8,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,,-68,-68,-71,,,,
1772704110.482267824,86,,,,,,,,,-92,-93,-92,,,,
1772704111.831310180,330,0,8,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,,-70,-70,-74,,,,
1772704112.855308357,330,0,8,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,,-69,-69,-72,,,,
1772704115.927204643,330,0,8,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,,-68,-68,-70,,,,
1772704121.661756375,330,0,8,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,,-70,-70,-72,,,,
1772704126.372223330,330,0,8,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,,-68,-68,-71,,,,
1772704127.209499724,321,0,8,c0:c9:e3:ba:dc:4b,ff:ff:ff:ff:ff:ff,c0:c9:e3:ba:dc:4b,ff:ff:ff:ff:ff:ff,c0:c9:e3:ba:dc:4b,,-89,-89,-89,,,,
1772704127.498593131,330,0,8,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,ff:ff:ff:ff:ff:ff,68:02:b8:42:67:82,,-70,-70,-72,,,,
